Running total of all data acquisitions 
-DATA: mean of events per minute, standard deviation, variance, range -CONDITIONS: Day of month, Time of data collection, Wind speed (kph), Visibility (km), Weather, Sky COnditions, Air Temp (C), Dewpoint (C), 6 Hour Max Temp, 6 Hour Min Temp, Relative Humidity (%), Wind Chill (C), Heat Index (C), Alitimeter Pressure (cm), Sea Level (mb), Precipitation 1h r (cm), Precipitation 3hr (cm), Precipitation 6h (cm) 
--- 0227_Hour1 --- DATA: 84.7, 11.476283577263274, 131.70508474576275, 50 --- CONDITIONS: 27, 00:53, Calm, 16, Fair, CLR, 13.9, 0, , , 39%, NA, NA, 76.02, 1013.4, , ,
--- 0227_Hour2 --- DATA: 86.38333333333334, 9.28657070614476, 86.24039548022598, 42 --- CONDITIONS: 27, 01:53, SE5, 16, Fair, CLR, 13.3, -0.6, , , 39%, NA, NA, 76, 1013.1, , ,
--- 0227_Hour3 --- DATA: 84.61666666666666, 9.270130027915643, 85.93531073446327, 46 --- CONDITIONS: 27, 03:53, W5, 16, Fair, CLR, 7.2, 0, 16.7, 6.1, 61%, NA, NA, 75.95, 1012.5, , ,
--- 0227_Hour4 --- DATA: 85.11666666666666, 8.881692590764226, 78.88446327683614, 38 --- CONDITIONS: 27, 03:53, W5, 16, Fair, CLR, 7.2, 0, 16.7, 6.1, 61%, NA, NA, 75.95, 1012.5, , ,
--- 0227_Hour5 --- DATA: 85.73333333333333, 10.082484672695578, 101.65649717514127, 45 --- CONDITIONS: 27, 05:53, Vrbl5, 16, Fair, CLR, 11.7, 0, , , 45%, NA, NA, 76, 1013.0, , ,
--- 0227_Hour6 --- DATA: 85.76666666666667, 8.865026822574862, 78.58870056497176, 45 --- CONDITIONS: 27, 06:53, Vrbl11G27, 16, Fair, CLR, 13.9, -0.6, , , 37%, NA, NA, 76.05, 1013.7, , ,
--- 0227_Hour7 --- DATA: 84.8360655737705, 14.691471820831806, 215.83934426229504, 111 --- CONDITIONS: 27, 06:53, Vrbl11G27, 16, Fair, CLR, 13.9, -0.6, , , 37%, NA, NA, 76.05, 1013.7, , ,
--- 0227_Hour8 --- DATA: 87.55, 7.956289485236279, 63.30254237288136, 34 --- CONDITIONS: 27, 08:53, W8, 16, Fair, CLR, 17.8, 1.1, , , 33%, NA, NA, 76.1, 1014.6, , ,
--- 0227_Hour9 --- DATA: 86.21666666666667, 8.649662806529898, 74.81666666666666, 38 --- CONDITIONS: 27, 08:53, W8, 16, Fair, CLR, 17.8, 1.1, , , 33%, NA, NA, 76.1, 1014.6, , ,
--- 0227_Hour10 --- DATA: 84.53333333333333, 9.939591552271587, 98.7954802259887, 47 --- CONDITIONS: 27, 09:53, N19, 16, Fair, CLR, 20, 1.1, 20, 6.7, 28%, NA, NA, 76.1, 1014.7, , ,
--- 0227_Hour11 --- DATA: 84.53333333333333, 8.671923655510676, 75.20225988700567, 36 --- CONDITIONS: 27, 11:53, W24G34, 16, Fair, CLR, 21.7, 1.7, , , 27%, NA, NA, 76.05, 1013.8, , ,
--- 0227_Hour12 --- DATA: 83.29508196721312, 15.01259944435016, 225.37814207650274, 107 --- CONDITIONS: 27, 12:53, W19, 16, Fair, CLR, 21.7, 3.3, , , 30%, NA, NA, 76, 1013.0, , ,
--- 0227_Hour13 --- DATA: 85.11666666666666, 9.375575311914385, 87.90141242937854, 41 --- CONDITIONS: 27, 12:53, W19, 16, Fair, CLR, 21.7, 3.3, , , 30%, NA, NA, 76, 1013.0, , ,
--- 0227_Hour14 --- DATA: 86.46666666666667, 9.24151771721042, 85.40564971751411, 46 --- CONDITIONS: 27, 13:53, Vrbl10, 16, Fair, CLR, 22.8, 1.7, , , 25%, NA, NA, 75.95, 1012.3, , ,
--- 0227_Hour15 --- DATA: 86.49180327868852, 13.804133379559028, 190.55409836065573, 107 --- CONDITIONS: 27, 14:53, N23G39, 16, Fair, CLR, 23.9, -6.1, , , 13%, NA, NA, 75.92, 1012.2, , ,
--- 0227_Hour16 --- DATA: 85.26666666666667, 10.361052669945197, 107.35141242937851, 49 --- CONDITIONS: 27, 16:53, N24G39, 16, Fair, CLR, 21.1, -5.6, , , 16%, NA, NA, 76, 1013.1, , ,
--- 0227_Hour17 --- DATA: 83.86666666666666, 8.563752279657827, 73.33785310734463, 41 --- CONDITIONS: 27, 16:53, N24G39, 16, Fair, CLR, 21.1, -5.6, , , 16%, NA, NA, 76, 1013.1, , ,
--- 0227_Hour18 --- DATA: 85.05, 9.512569739604933, 90.48898305084747, 44 --- CONDITIONS: 27, 17:53, N42, 16, Fair and Windy, CLR, 18.9, -6.1, , , 18%, NA, NA, 76.05, 1013.6, , ,
--- 0227_Hour19 --- DATA: 84.31666666666666, 9.219529137332573, 84.9997175141243, 39 --- CONDITIONS: 27, 18:53, N27G39, 16, Fair, CLR, 17.8, -7.2, , , 18%, NA, NA, 76.07, 1014.3, , ,
--- 0227_Hour20 --- DATA: 85.8, 10.385452667969947, 107.85762711864407, 50 --- CONDITIONS: 27, 19:53, Calm, 16, Fair, CLR, 16.7, -8.3, , , 17%, NA, NA, 76.15, 1015.2, , ,
--- 0227_Hour21 --- DATA: 84.5, 9.866052049875242, 97.33898305084746, 45 --- CONDITIONS: 27, 21:53, NE14, 16, Fair, CLR, 15.6, -7.2, 22.8, 13.3, 20%, NA, NA, 76.23, 1016.0, , ,
--- 0227_Hour22 --- DATA: 84.88333333333334, 9.312087400331487, 86.71497175141243, 39 --- CONDITIONS: 27, 21:53, NE14, 16, Fair, CLR, 15.6, -7.2, 22.8, 13.3, 20%, NA, NA, 76.23, 1016.0, , ,
--- 0227_Hour23 --- DATA: 85.0, 7.780897948267663, 60.54237288135593, 40 --- CONDITIONS: 27, 23:53, N16, 16, Fair, CLR, 14.4, -6.7, , , 23%, NA, NA, 76.2, 1015.8, , ,
--- 0227_Hour24 --- DATA: 84.04918032786885, 14.011217208018483, 196.31420765027323, 107 --- CONDITIONS: 28, 00:53, Calm, 16, Fair, CLR, 11.7, -6.1, , , 28%, NA, NA, 76.25, 1016.4, , ,
--- 0228_Hour1 --- DATA: 85.31666666666666, 9.954969232969962, 99.10141242937854, 46 --- CONDITIONS: 28, 00:53, Calm, 16, Fair, CLR, 11.7, -6.1, , , 28%, NA, NA, 76.25, 1016.4, , ,
--- 0228_Hour2 --- DATA: 85.81666666666666, 8.96224031213342, 80.32175141242935, 37 --- CONDITIONS: 28, 02:53, N5, 16, Fair, CLR, 9.4, -2.8, , , 43%, NA, NA, 76.3, 1017.2, , ,
--- 0228_Hour3 --- DATA: 84.65573770491804, 13.61725039046875, 185.42950819672132, 105 --- CONDITIONS: 28, 02:53, N5, 16, Fair, CLR, 9.4, -2.8, , , 43%, NA, NA, 76.3, 1017.2, , ,
--- 0228_Hour4 --- DATA: 83.83333333333333, 7.256012507853352, 52.6497175141243, 36 --- CONDITIONS: 28, 03:53, Calm, 16, Fair, CLR, 7.2, -2.2, 16.7, 6.7, 52%, NA, NA, 76.33, 1017.6, , ,
--- 0228_Hour5 --- DATA: 84.2, 8.649091262151009, 74.80677966101692, 42 --- CONDITIONS: 28, 04:53, N5, 16, Fair, CLR, 5.6, -2.8, , , 55%, NA, NA, 76.35, 1018.0, , ,
--- 0228_Hour6 --- DATA: 84.45901639344262, 13.49021098240227, 181.98579234972678, 103 --- CONDITIONS: 28, 05:53, Calm, 16, Fair, CLR, 4.4, -2.8, , , 60%, NA, NA, 76.43, 1018.8, , ,
--- 0228_Hour7 --- DATA: 85.53333333333333, 7.76883532196989, 60.354802259887, 38 --- CONDITIONS: 28, 06:53, Calm, 16, Fair, CLR, 5, -2.8, , , 57%, NA, NA, 76.48, 1019.7, , ,
--- 0228_Hour8 --- DATA: 86.43333333333334, 9.615253888724558, 92.45310734463274, 49 --- CONDITIONS: 28, 07:53, Calm, 16, Fair, CLR, 10, -1.1, , , 46%, NA, NA, 76.56, 1020.4, , ,
--- 0228_Hour9 --- DATA: 83.46666666666667, 8.642556642032176, 74.69378531073447, 36 --- CONDITIONS: 28, 09:53, Vrbl8, 16, Fair, CLR, 16.7, 1.1, 16.7, 3.3, 35%, NA, NA, 76.61, 1021.4, , ,
--- 0228_Hour10 --- DATA: 83.75, 9.132963207478312, 83.41101694915254, 42 --- CONDITIONS: 28, 09:53, Vrbl8, 16, Fair, CLR, 16.7, 1.1, 16.7, 3.3, 35%, NA, NA, 76.61, 1021.4, , ,
--- 0228_Hour11 --- DATA: 83.93333333333334, 8.779534497266956, 77.08022598870055, 43 --- CONDITIONS: 28, 10:53, S11, 16, Fair, CLR, 16.7, 3.9, , , 43%, NA, NA, 76.63, 1021.7, , ,
--- 0228_Hour12 --- DATA: 85.1, 8.603704365769394, 74.02372881355933, 35 --- CONDITIONS: 28, 11:53, Vrbl8, 16, Fair, CLR, 17.8, 0, , , 30%, NA, NA, 76.63, 1021.7, , ,
--- 0228_Hour13 --- DATA: 83.63333333333334, 7.997810434826048, 63.96497175141243, 34 --- CONDITIONS: 28, 12:53, SW11, 16, Fair, CLR, 18.9, -2.8, , , 23%, NA, NA, 76.61, 1021.3, , ,
--- 0228_Hour14 --- DATA: 84.3, 9.749923945813759, 95.06101694915253, 41 --- CONDITIONS: 28, 14:53, W16, 16, Fair, CLR, 19.4, -3.9, , , 20%, NA, NA, 76.56, 1020.7, , ,
--- 0228_Hour15 --- DATA: 83.0, 9.070346544684936, 82.27118644067797, 37 --- CONDITIONS: 28, 15:53, W16, 16, Fair, CLR, 18.3, -3.9, 20, 16.1, 22%, NA, NA, 76.56, 1020.6, , ,
--- 0228_Hour16 --- DATA: 85.45, 9.071140679117429, 82.285593220339, 40 --- CONDITIONS: 28, 16:53, W10, 16, Fair, CLR, 18.9, -4.4, , , 20%, NA, NA, 76.56, 1020.7, , ,
--- 0228_Hour17 --- DATA: 85.48333333333333, 8.259543358877362, 68.22005649717514, 35 --- CONDITIONS: 28, 16:53, W10, 16, Fair, CLR, 18.9, -4.4, , , 20%, NA, NA, 76.56, 1020.7, , ,
--- 0228_Hour18 --- DATA: 82.03333333333333, 8.525071035375136, 72.67683615819209, 35 --- CONDITIONS: 28, 17:53, W10, 16, Fair, CLR, 14.4, -0.6, , , 36%, NA, NA, 76.58, 1020.8, , ,
--- 0228_Hour19 --- DATA: 83.80327868852459, 14.44624480863585, 208.69398907103823, 114 --- CONDITIONS: 28, 18:53, Calm, 16, Fair, CLR, 12.8, 1.1, , , 45%, NA, NA, 76.58, 1021.1, , ,
--- 0228_Hour20 --- DATA: 85.08333333333333, 8.801563163682562, 77.4675141242938, 41 --- CONDITIONS: 28, 19:53, Calm, 16, Fair, CLR, 8.9, -0.6, , , 52%, NA, NA, 76.61, 1021.4, , ,
--- 0228_Hour21 --- DATA: 85.38333333333334, 9.260983706337008, 85.76581920903955, 42 --- CONDITIONS: 28, 21:53, Calm, 16, Fair, CLR, 8.3, -1.1, 18.9, 8.3, 52%, NA, NA, 76.68, 1022.2, , ,
--- 0228_Hour22 --- DATA: 84.55, 8.714735232322983, 75.94661016949154, 36 --- CONDITIONS: 28, 21:53, Calm, 16, Fair, CLR, 8.3, -1.1, 18.9, 8.3, 52%, NA, NA, 76.68, 1022.2, , ,
--- 0228_Hour23 --- DATA: 82.0, 13.613718571108091, 185.33333333333334, 108 --- CONDITIONS: 28, 23:53, Calm, 16, Fair, CLR, 6.7, -0.6, , , 60%, NA, NA, 76.71, 1022.5, , ,
--- 0228_Hour24 --- DATA: 87.1, 10.377126083974883, 107.68474576271187, 43 --- CONDITIONS: 28, 23:53, Calm, 16, Fair, CLR, 6.7, -0.6, , , 60%, NA, NA, 76.71, 1022.5, , ,
--- 0301_Hour1 --- DATA: 82.86666666666666, 9.908850121707527, 98.18531073446326, 55 --- CONDITIONS: 01, 00:53, N5, 16, Fair, CLR, 5, -1.7, , , 62%, NA, NA, 76.68, 1022.4, , ,
--- 0301_Hour2 --- DATA: 82.98333333333333, 9.690973725658965, 93.91497175141242, 54 --- CONDITIONS: 01, 01:53, Calm, 16, Fair, CLR, 6.1, -1.1, , , 60%, NA, NA, 76.68, 1022.1, , ,
--- 0301_Hour3 --- DATA: 84.81666666666666, 9.256224047408274, 85.67768361581922, 41 --- CONDITIONS: 01, 02:53, Calm, 16, Fair, CLR, 6.1, -1.7, , , 58%, NA, NA, 76.63, 1021.7, , ,
--- 0301_Hour4 --- DATA: 86.95, 9.60300976830543, 92.2177966101695, 47 --- CONDITIONS: 01, 03:53, Calm, 16, Fair, CLR, 5.6, -2.2, 8.9, 4.4, 58%, NA, NA, 76.61, 1021.2, , ,
--- 0301_Hour5 --- DATA: 85.01639344262296, 14.141536695468764, 199.9830601092896, 108 --- CONDITIONS: 01, 04:53, Calm, 16, Fair, CLR, 4.4, -2.2, , , 63%, NA, NA, 76.61, 1021.1, , ,
--- 0301_Hour6 --- DATA: 85.65573770491804, 14.545199948094721, 211.56284153005467, 109 --- CONDITIONS: 01, 05:53, Calm, 16, Fair, CLR, 3.3, -2.2, , , 68%, NA, NA, 76.61, 1021.2, , ,
--- 0301_Hour7 --- DATA: 86.21666666666667, 8.356650993024001, 69.83361581920903, 42 --- CONDITIONS: 01, 06:53, Calm, 16, Fair, CLR, 3.3, -3.3, , , 62%, NA, NA, 76.61, 1021.4, , ,
--- 0301_Hour8 --- DATA: 86.51666666666667, 8.891991572437178, 79.0675141242938, 46 --- CONDITIONS: 01, 07:53, Calm, 16, Fair, CLR, 8.9, -0.6, , , 52%, NA, NA, 76.66, 1021.8, , ,
--- 0301_Hour9 --- DATA: 85.31666666666666, 8.691495291115347, 75.54209039548023, 46 --- CONDITIONS: 01, 08:53, SE13, 16, Fair, CLR, 16.1, -1.1, , , 31%, NA, NA, 76.68, 1022.3, , ,
--- 0301_Hour10 --- DATA: 84.76666666666667, 10.718851865322819, 114.89378531073447, 55 --- CONDITIONS: 01, 09:53, SE13, 16, Fair, CLR, 16.7, -0.6, 16.7, 2.8, 31%, NA, NA, 76.68, 1022.2, , ,
--- 0301_Hour11 --- DATA: 83.36065573770492, 14.200977415757041, 201.66775956284152, 101 --- CONDITIONS: 01, 10:53, SE11, 16, Fair, CLR, 18.3, 0.6, , , 31%, NA, NA, 76.68, 1022.2, , ,
--- 0301_Hour12 --- DATA: 84.91666666666667, 9.517676091992751, 90.5861581920904, 36 --- CONDITIONS: 01, 11:53, SE11, 16, Fair, CLR, 18.9, -0.6, , , 27%, NA, NA, 76.63, 1021.6, , ,
--- 0301_Hour13 --- DATA: 84.4, 10.022347909902082, 100.44745762711865, 44 --- CONDITIONS: 01, 12:53, SE10, 16, Fair, CLR, 19.4, -7.8, , , 15%, NA, NA, 76.56, 1020.5, , ,
--- 0301_Hour14 --- DATA: 83.2, 11.026624174150768, 121.58644067796611, 52 --- CONDITIONS: 01, 13:53, SE14, 16, Fair, CLR, 18.9, -4.4, , , 20%, NA, NA, 76.48, 1019.6, , ,
--- 0301_Hour15 --- DATA: 82.90163934426229, 13.48543030833992, 181.8568306010929, 100 --- CONDITIONS: 01, 14:53, SE10, 16, Fair, CLR, 19.4, -7.8, , , 15%, NA, NA, 76.43, 1019.0, , ,
--- 0301_Hour16 --- DATA: 83.23333333333333, 9.762200826235414, 95.3005649717514, 42 --- CONDITIONS: 01, 15:53, SE13, 16, Fair, CLR, 18.3, 1.7, 20, 16.7, 33%, NA, NA, 76.4, 1018.7, , ,
--- 0301_Hour17 --- DATA: 87.56666666666666, 9.110185520942409, 82.9954802259887, 36 --- CONDITIONS: 01, 17:53, SE5, 16, Fair, CLR, 15.6, 0, , , 35%, NA, NA, 76.35, 1017.8, , ,
--- 0301_Hour18 --- DATA: 84.7, 10.25323429749472, 105.12881355932203, 54 --- CONDITIONS: 01, 17:53, SE5, 16, Fair, CLR, 15.6, 0, , , 35%, NA, NA, 76.35, 1017.8, , ,
--- 0301_Hour19 --- DATA: 83.11666666666666, 8.161695708378144, 66.6132768361582, 38 --- CONDITIONS: 01, 18:53, Calm, 16, Fair, CLR, 11.7, 1.1, , , 48%, NA, NA, 76.35, 1017.8, , ,
--- 0301_Hour20 --- DATA: 82.58333333333333, 10.027574975386903, 100.55225988700565, 54 --- CONDITIONS: 01, 19:53, Calm, 16, Fair, CLR, 9.4, -1.1, , , 48%, NA, NA, 76.35, 1017.8, , ,
--- 0301_Hour21 --- DATA: 83.01666666666667, 7.616867247541252, 58.01666666666666, 37 --- CONDITIONS: 01, 20:53, Calm, 16, Fair, CLR, 7.8, -2.2, , , 50%, NA, NA, 76.35, 1018.0, , ,
--- 0301_Hour22 --- DATA: 82.83333333333333, 8.34868642193198, 69.7005649717514, 37 --- CONDITIONS: 01, 22:53, Calm, 16, Fair, CLR, 6.1, -2.2, , , 56%, NA, NA, 76.35, 1017.9, , ,
--- 0301_Hour23 --- DATA: 85.18333333333334, 9.75373316912367, 95.13531073446327, 41 --- CONDITIONS: 01, 22:53, Calm, 16, Fair, CLR, 6.1, -2.2, , , 56%, NA, NA, 76.35, 1017.9, , ,
--- 0301_Hour24 --- DATA: 86.06666666666666, 8.127931891702723, 66.0632768361582, 41 --- CONDITIONS: 01, 23:53, N5, 16, Fair, CLR, 5.6, -2.2, , , 58%, NA, NA, 76.33, 1017.5, , ,
--- 0302_Hour1 --- DATA: 86.55, 10.493621953115866, 110.11610169491526, 55 --- CONDITIONS: 02, 00:53, NE5, 16, Fair, CLR, 5.6, -3.3, , , 53%, NA, NA, 76.3, 1017.1, , ,
--- 0302_Hour2 --- DATA: 84.26666666666667, 9.021380755431139, 81.3853107344633, 37 --- CONDITIONS: 02, 01:53, Calm, 16, Fair, CLR, 5.6, -3.9, , , 51%, NA, NA, 76.23, 1016.3, , ,
--- 0302_Hour3 --- DATA: 84.35, 7.648695468698002, 58.50254237288135, 40 --- CONDITIONS: 02, 02:53, Calm, 16, Fair, CLR, 4.4, -2.8, , , 60%, NA, NA, 76.2, 1015.7, , ,
--- 0302_Hour4 --- DATA: 86.53333333333333, 9.92252473794554, 98.45649717514122, 41 --- CONDITIONS: 02, 03:53, Calm, 16, Fair, CLR, 3.9, -2.8, 7.2, 2.8, 62%, NA, NA, 76.15, 1015.1, , ,
--- 0302_Hour5 --- DATA: 87.76666666666667, 8.353151575479632, 69.77514124293786, 37 --- CONDITIONS: 02, 04:53, Calm, 16, Fair, CLR, 3.3, -2.8, , , 65%, NA, NA, 76.12, 1014.7, , ,
--- 0302_Hour6 --- DATA: 88.95, 9.710076890547212, 94.285593220339, 55 --- CONDITIONS: 02, 05:53, Calm, 16, Fair, CLR, 2.8, -4.4, , , 59%, NA, NA, 76.1, 1014.6, , ,
--- 0302_Hour7 --- DATA: 89.3, 8.342864605787899, 69.60338983050848, 38 --- CONDITIONS: 02, 06:53, Calm, 16, Fair, CLR, 2.2, -3.9, , , 64%, NA, NA, 76.1, 1014.4, , ,
--- 0302_Hour8 --- DATA: 88.45, 11.095005747739515, 123.09915254237288, 56 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0302_Hour9 --- DATA: 86.36666666666666, 8.85086736469057, 78.33785310734461, 41 --- CONDITIONS: 02, 08:53, Calm, 16, Fair, CLR, 13.9, -3.9, , , 29%, NA, NA, 76.1, 1014.5, , ,
--- 0302_Hour10 --- DATA: 86.36666666666666, 10.094413065713278, 101.89717514124294, 44 --- CONDITIONS: 02, 09:53, W14, 16, Fair, CLR, 15, 5, 15.6, 2.2, 51%, NA, NA, 76.1, 1014.4, , ,
--- 0302_Hour11 --- DATA: 89.48333333333333, 8.677833961299733, 75.30480225988701, 40 --- CONDITIONS: 02, 10:53, SW10, 16, Fair, CLR, 16.1, 5, , , 48%, NA, NA, 76.05, 1013.8, , ,
--- 0302_Hour12 --- DATA: 87.0, 8.995290669972157, 80.91525423728814, 36 --- CONDITIONS: 02, 11:53, SW13, 16, Fair, CLR, 17.2, 6.1, , , 48%, NA, NA, 76, 1013.2, , ,
--- 0302_Hour13 --- DATA: 86.81666666666666, 10.493729631638168, 110.11836158192092, 50 --- CONDITIONS: 02, 12:53, SW19, 16, Fair, CLR, 16.7, 6.7, , , 52%, NA, NA, 75.95, 1012.4, , ,
--- 0302_Hour14 --- DATA: 85.51666666666667, 9.85400489290413, 97.10141242937854, 56 --- CONDITIONS: 02, 13:53, SW13, 16, Fair, CLR, 17.8, 2.2, , , 35%, NA, NA, 75.84, 1011.2, , ,
--- 0302_Hour15 --- DATA: 86.86666666666666, 9.329135456277927, 87.03276836158194, 50 --- CONDITIONS: 02, 14:53, W10, 16, Fair, CLR, 18.3, 3.3, , , 37%, NA, NA, 75.79, 1010.5, , ,
--- 0302_Hour16 --- DATA: 86.03333333333333, 8.546912747543658, 73.04971751412428, 37 --- CONDITIONS: 02, 16:53, W16, 16, Fair, CLR, 13.3, 8.9, , , 75%, NA, NA, 75.77, 1010.0, , ,
--- 0302_Hour17 --- DATA: 84.91666666666667, 8.26323625744343, 68.28107344632768, 37 --- CONDITIONS: 02, 16:53, W16, 16, Fair, CLR, 13.3, 8.9, , , 75%, NA, NA, 75.77, 1010.0, , ,
--- 0302_Hour18 --- DATA: 84.93333333333334, 9.763068888638129, 95.31751412429377, 40 --- CONDITIONS: 02, 17:53, W13, 16, Partly Cloudy, SCT200, 12.2, 8.3, , , 77%, NA, NA, 75.77, 1010.2, , ,
--- 0302_Hour19 --- DATA: 87.38333333333334, 7.737410039819125, 59.867514124293784, 38 --- CONDITIONS: 02, 18:53, W8, 16, Fair, CLR, 10.6, 7.8, , , 83%, NA, NA, 75.77, 1010.2, , ,
--- 0302_Hour20 --- DATA: 87.86666666666666, 9.1382353128363, 83.50734463276837, 43 --- CONDITIONS: 02, 19:53, W5, 16, Fair, CLR, 8.9, 7.2, , , 89%, NA, NA, 75.79, 1010.5, , ,
--- 0302_Hour21 --- DATA: 87.08196721311475, 14.032456522846376, 196.90983606557378, 113 --- CONDITIONS: 02, 20:53, Calm, 16, Fair, CLR, 7.8, 5.6, , , 86%, NA, NA, 75.82, 1010.9, , ,
--- 0302_Hour22 --- DATA: 87.21666666666667, 11.559854064334056, 133.63022598870057, 49 --- CONDITIONS: 02, 21:53, Calm, 16, Fair, CLR, 6.7, 4.4, 14.4, 6.7, 85%, NA, NA, 75.82, 1010.9, , ,
--- 0302_Hour23 --- DATA: 85.88333333333334, 8.828097798193182, 77.9353107344633, 39 --- CONDITIONS: 02, 22:53, Calm, 16, Fair, CLR, 6.7, 4.4, , , 85%, NA, NA, 75.82, 1010.7, , ,
--- 0302_Hour24 --- DATA: 84.53333333333333, 8.958409866970408, 80.25310734463275, 38 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0303_Hour1 --- DATA: 89.25, 9.265618970972973, 85.85169491525424, 50 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0303_Hour2 --- DATA: 87.67213114754098, 13.974645268575287, 195.29071038251368, 103 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0303_Hour3 --- DATA: 86.8688524590164, 14.001756330113336, 196.04918032786887, 111 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0303_Hour4 --- DATA: 87.35, 8.490922371089281, 72.09576271186441, 43 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0303_Hour5 --- DATA: 86.31666666666666, 8.86908870534492, 78.66073446327682, 43 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0303_Hour6 --- DATA: 88.41666666666667, 9.299702321947523, 86.48446327683615, 40 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0303_Hour7 --- DATA: 86.8, 9.651205246593008, 93.14576271186439, 54 --- CONDITIONS: , , , , , , , , , , , , , , , , ,
--- 0303_Hour9 --- DATA: 87.91666666666667, 8.521740227041374, 72.62005649717516, 46 --- CONDITIONS: 03, 09:53, E24, 16, Overcast, BKN020OVC085, 13.3, 7.8, 13.9, 2.2, 70%, NA, NA, 75.74, 1009.7, , ,
--- 0303_Hour10 --- DATA: 87.18333333333334, 8.832704380124282, 78.01666666666667, 46 --- CONDITIONS: 03, 09:53, E24, 16, Overcast, BKN020OVC085, 13.3, 7.8, 13.9, 2.2, 70%, NA, NA, 75.74, 1009.7, , ,
--- 0303_Hour11 --- DATA: 85.63333333333334, 10.074244164215298, 101.49039548022598, 55 --- CONDITIONS: 03, 10:53, E27G37, 16, Overcast, FEW023SCT050OVC060, 13.3, 7.2, , , 67%, NA, NA, 75.77, 1010.2, 0.03, ,
--- 0303_Hour12 --- DATA: 85.65, 8.991191546381872, 80.84152542372883, 45 --- CONDITIONS: 03, 11:53, SE23G34, 16, Overcast, FEW040BKN060OVC080, 12.8, 7.8, , , 72%, NA, NA, 75.77, 1010.2, , ,
--- 0303_Hour13 --- DATA: 86.68333333333334, 9.588997343648458, 91.94887005649719, 43 --- CONDITIONS: 03, 12:53, E24, 16, Overcast, SCT040OVC080, 13.3, 7.2, , , 67%, NA, NA, 75.74, 1009.6, , 0.03,
--- 0303_Hour14 --- DATA: 87.1, 9.120102586398943, 83.17627118644069, 45 --- CONDITIONS: 03, 13:53, SE19, 16, Mostly Cloudy, FEW025BKN100, 15, 6.7, , , 58%, NA, NA, 75.77, 1010.2, , ,
--- 0303_Hour15 --- DATA: 86.66666666666667, 8.91326694784891, 79.44632768361582, 40 --- CONDITIONS: 03, 14:53, SE23, 16, Mostly Cloudy, SCT070BKN100, 13.9, 6.1, , , 60%, NA, NA, 75.84, 1011.1, , ,
--- 0303_Hour16 --- DATA: 88.45, 8.981006323139473, 80.65847457627119, 45 --- CONDITIONS: 03, 15:53, SE19, 16, Mostly Cloudy, BKN080, 15, 6.1, 15, 12.2, 56%, NA, NA, 75.9, 1011.6, , , 0.03
--- 0303_Hour17 --- DATA: 85.36065573770492, 14.052322212461593, 197.4677595628415, 103 --- CONDITIONS: 03, 16:53, SE5, 16, Mostly Cloudy, BKN075, 13.3, 7.8, , , 70%, NA, NA, 75.95, 1012.5, , ,
--- 0303_Hour18 --- DATA: 85.16666666666667, 9.77399986936401, 95.53107344632768, 43 --- CONDITIONS: 03, 18:53, NW5, 16, Mostly Cloudy, BKN060, 10.6, 6.7, , , 77%, NA, NA, 76.07, 1014.1, , ,
--- 0303_Hour19 --- DATA: 85.4, 9.093115294700263, 82.68474576271186, 39 --- CONDITIONS: 03, 18:53, NW5, 16, Mostly Cloudy, BKN060, 10.6, 6.7, , , 77%, NA, NA, 76.07, 1014.1, , ,
--- 0303_Hour20 --- DATA: 83.85, 8.46092714397147, 71.58728813559321, 42 --- CONDITIONS: 03, 19:53, Calm, 16, Fair, CLR, 8.9, 6.1, , , 83%, NA, NA, 76.12, 1014.9, , ,
--- 0303_Hour21 --- DATA: 85.38333333333334, 9.658739200219307, 93.2912429378531, 38 --- CONDITIONS: 03, 20:53, N11, 16, Fair, CLR, 8.3, 4.4, , , 77%, 6.7, NA, 76.23, 1016.2, , ,
--- 0303_Hour22 --- DATA: 84.73333333333333, 8.690276402669955, 75.52090395480226, 37 --- CONDITIONS: 03, 21:53, Calm, 16, Fair, CLR, 7.8, 4.4, 15, 7.2, 79%, NA, NA, 76.33, 1017.4, , ,
--- 0303_Hour23 --- DATA: 83.86666666666666, 9.64183445986356, 92.96497175141243, 38 --- CONDITIONS: 03, 23:53, Calm, 16, Fair, CLR, 5, 2.8, , , 86%, NA, NA, 76.43, 1018.8, , ,
--- 0303_Hour24 --- DATA: 84.2, 8.446842755868781, 71.34915254237289, 42 --- CONDITIONS: 03, 23:53, Calm, 16, Fair, CLR, 5, 2.8, , , 86%, NA, NA, 76.43, 1018.8, , ,
--- 0304_Hour1 --- DATA: 83.8, 7.950695524420105, 63.213559322033895, 39 --- CONDITIONS: 04, 00:53, Calm, 16, Fair, CLR, 5.6, 3.3, , , 85%, NA, NA, 76.45, 1019.4, , ,
